team,name,season_year,games_played,Volume,Qualite,Penetration,Rebonds,Finishing,RecoveryPossession,PuckExchanges,cluster,distance_to_centroid
VGK,VGK,2022-2023,82,-0.18229849992096717,0.6578320038777683,0.1882351651006545,-0.11434852622751344,0.40624837947046727,1.9433800963811942,0.9163403061979662,1,2.340528546831967
STL,STL,2022-2023,82,-1.1963749206649836,-0.9644395899643693,2.0167371574305535,-1.9688890360382525,2.2421657644055233,1.2556068380275964,0.9328487195835404,2,4.272612177684752
VAN,VAN,2022-2023,82,-0.9353463954050331,-0.6815735840836937,1.109917987729252,-0.03531257694281273,1.331267158354488,0.0552025701428114,-0.6767633045262575,1,2.162537886971212
WPG,WPG,2022-2023,82,0.19363698259106066,0.2600169047221267,-1.7463979569944306,-0.15957458972293367,-0.7960061787618444,0.20465543079214524,0.0898014417045352,1,2.0314474010880113
NYR,NYR,2023-2024,82,0.019116451348386344,-1.195234325908158,0.370070331546752,-0.7885628554615037,0.18574002415913507,-0.08855273197795444,-0.549031028279464,1,1.7925039797194022
TBL,TBL,2023-2024,82,-0.22059313206965103,0.33168649375945847,-1.2495411413930622,-1.294838304371002,0.35891695757518555,-0.3334151581906466,-0.5561188339425157,1,2.064208726885658
OTT,OTT,2023-2024,82,0.1258397216200585,-1.0210023349714457,-0.020209912260510065,0.4348174959405147,0.10310501901274838,-0.33813963377307193,0.26135745965218443,1,1.5559984535813185
CHI,CHI,2023-2024,82,-2.05725640037218,-0.5866272239904188,0.6645160206669578,-0.4056318392988596,-1.7882068266397435,0.1540592603645949,1.3073631192522652,3,2.424552761690308
SEA,SEA,2023-2024,82,-0.1740930410352958,-1.190844152585054,-1.6298595932010014,-1.0785205430538185,-0.8521290901747091,4.134377031614085,0.4518053566327407,2,3.7709173927402175
NSH,NSH,2023-2024,82,0.7622528055693156,0.681721915551206,0.6601184750006112,0.09260712621721136,-0.791998924288743,0.12599879527499636,0.3129649354311426,1,1.8974562970044195
CBJ,CBJ,2023-2024,82,-0.27580307012323113,-0.6545974704775529,-0.34746318870094745,0.5728251526212226,0.7634633595207392,0.48963585082495475,-0.3183001895415745,3,1.5129857656192258
VAN,VAN,2023-2024,82,-0.14433053889049985,1.0338606418190706,-1.4531306012922829,-0.15061038321932874,1.6920243505159724,-0.040783308734784605,-1.5714563647063478,1,2.853431182905089
MIN,MIN,2023-2024,82,-0.40152691872884977,-0.6764583983826767,-0.5178309644790541,-2.358192091481471,0.28418255691144856,0.06894256654495183,-0.491495555215181,1,2.6836012249769765
NYI,NYI,2023-2024,82,-0.2790305455654954,0.3016686640174077,1.0037355526957534,1.319700736340562,-0.0924606296223561,-0.7810328504766599,0.354241671791759,2,1.7267955643963693
PIT,PIT,2023-2024,82,0.8367126702798117,0.6725307024787139,0.4951995653543117,0.9271202925290507,-0.21864636224697342,1.136905351440833,1.3863749235956315,2,2.429263120325895
COL,COL,2023-2024,82,1.0156727252305713,0.7566248995722831,0.3168209240253953,-1.2938698524253578,0.6239741980671926,1.0565918753690118,0.576845856497719,1,2.444033184093836
WPG,WPG,2023-2024,82,0.2662704155706907,-0.5080237063351732,0.6038909617491068,0.156874328563048,0.6893149669748085,-0.16342375570770976,0.002686348084469199,1,1.286062335478746
DET,DET,2023-2024,82,-1.238467956534294,-1.0737688073268217,0.28322065287914594,-1.0597118399097214,2.964639933755961,-1.0764500872077953,0.10165008022351867,4,3.2281272815491326
CAR,CAR,2023-2024,82,2.5716619074984663,-1.1770270967067447,-2.6905777853950923,0.8311698782109626,-1.009241524044028,0.21641490968990842,1.0076186522087185,2,3.6315008132902578
NJD,NJD,2023-2024,82,0.5068542290005862,1.7343977207568606,-0.3211943725614831,2.240500760475311,-0.31115946208415807,-0.2998567917020206,0.3345257721775532,1,3.1166452459868985
WSH,WSH,2023-2024,82,-1.2914436996577499,0.77330371663265,-1.8405033992736781,0.6097513238134559,-1.0657196140572982,0.1308780024757302,1.042033332293798,1,2.93364174071975
ANA,ANA,2023-2024,82,-1.3566196941919832,-0.1694702919251541,0.40204267052052073,-1.022624995702914,-1.1721670710901064,-0.41418489020764626,-2.4292735199251165,1,3.1047201534616446
BUF,BUF,2023-2024,82,0.0927724614904349,-0.2690726739104207,0.8453024104381023,-0.7126281471953481,0.4975215925959866,0.42458092634645245,-0.4703734846677154,1,1.4378017884281418
STL,STL,2023-2024,82,-1.3424647532090705,-0.5773840835420585,2.0980698638945006,-1.1251777501028142,0.17385439554106227,1.1370043626973731,1.867581385971272,3,3.055257486975304
PHI,PHI,2023-2024,82,0.771932271713451,-1.2569863438386502,1.037744107521195,-0.25214614246949313,-0.11351054415348188,-0.3099867132226859,-1.0357204942013747,1,1.9848222000200335
TOR,TOR,2023-2024,82,0.44668938864584357,0.8532930250147323,0.6633660783772767,-0.5883831900251502,1.145877917694086,-0.41484504941656813,-0.055006012636470245,1,2.2426101481281284
ARI,ARI,2023-2024,82,-0.5049366888144486,0.3793961264865768,-0.9801971727398892,0.28966987620835766,0.8519769414180122,-1.2794200964518738,-0.3554123234309914,1,1.8093316994236206
BOS,BOS,2023-2024,82,-0.7322907126896144,1.7797536466685258,0.8721165076653257,0.4268563064864685,0.7804520169969273,-1.1199659129512194,-1.0811356668983663,1,2.297875503919885
EDM,EDM,2023-2024,82,1.858356029435292,3.4250086514578704,1.1849015402743315,1.1816703906097847,-1.3371541108940663,0.2640280048522133,0.6488363551363602,2,3.1543766927308665
FLA,FLA,2023-2024,82,1.2944943460244467,-0.611220566438267,-0.42778849728112406,1.4150959883528431,-0.9982691546744861,-0.0891834392859851,-2.402482057013992,3,2.778499783838265
